5825;-302;0.115000009537;360
6137;-289;0.332000017166;1001
5453;-277;0.588000059128;1342
5946;-271;0.0349998474121;107
6061;-263;0.0239999294281;61
6277;-252;0.0859999656677;255
6011;-237;0.667000055313;2015
5682;-233;0.148000001907;445
5459;-224;0.301000118256;904
6104;-207;0.101999998093;308
4979;-199;309.500.002.861;8006
6070;-193;0.582000017166;1746
5346;-182;182.700.014.114;4742
5979;-167;1.625;4556
5851;-160;0.913000106812;2724
6097;-156;0.0650000572205;197
5972;-136;0.204999923706;447
5525;-135;0.59600019455;1776
5674;-124;0.911999940872;2644
5763;-113;101.999.998.093;2810
5825;-93;0.792000055313;2360
5719;-90;0.401000022888;1154
5704;-78;37.009.999.752;9514
5872;-76;0.373000144958;1126
5986;-60;0.457999944687;1217
6024;-55;0.232999801636;695
5527;-41;0.263000011444;786
5828;-30;0.893000125885;2630
6248;-18;0.107000112534;319
5518;-8;0.644999980927;1742
5602;3;133.900.022.507;3862
5406;10;164.700.007.439;4290
5909;22;0.316999912262;887
5685;29;362.099.997.997;91362
5870;43;0.654000043869;1940
5368;53;137.800.002.098;3639
5516;53;198.900.008.202;5462
5631;72;163.999.986.649;4298
5394;83;533.200.001.717;13418
5691;92;0.866999864578;2381
6041;101;0.365000009537;1067
5567;111;60.759.999.752;15857
5148;116;505.800.008.774;12518
5320;120;0.601000070572;1405
5354;145;133.100.008.965;3406
5634;150;179.999.995.232;4698
5701;159;535.599.994.659;13277
5822;170;0.260999917984;702
5826;185;0.22000002861;645
5843;187;24.509.999.752;6117
5698;203;0.565999984741;1374
5083;212;326.400.017.738;8345
5231;220;470.499.992.371;11481
5420;230;362.400.007.248;9347
5736;251;25.759.999.752;6632
5790;247;0.451000213623;1228
5333;258;327.600.002.289;8008
5459;273;302.780.001.163;75272
5401;280;183.699.989.319;4565
5804;289;455.800.008.774;11637
5393;299;133.259.999.752;32495
5104;312;0.671999931335;1731
5649;322;147.670.001.984;34964
5168;332;500.800.013.542;11517
5272;348;0.579999923706;1471
5382;351;112.409.999.371;27466
5619;361;0.838999986649;2203
5416;373;549.699.997.902;13396
5164;381;246.500.015.259;6160
5240;384;117.179.999.352;26945
5976;397;0.217000007629;478
5531;413;456.200.003.624;11515
5097;413;70.759.999.752;17287
5609;433;315.200.018.883;7952
5217;433;0.868000030518;2234
5658;452;150.400.018.692;3763
5848;463;484.599.995.613;11996
5612;469;128.159.999.847;32551
5597;484;161.400.008.202;4016
5587;493;216.799.998.283;5319
5177;501;369.400.000.572;9178
5188;506;0.553999900818;1419
5177;518;346.700.000.763;81568
5718;535;102.940.001.488;26054
5371;546;936.100.006.104;23031
4959;547;977.800.011.635;23512
5314;560;53.109.998.703;13373
4501;567;296.069.998.741;65082
5298;582;368.499.994.278;9425
4207;590;244.900.000.095;52221
5388;606;453.900.003.433;11518
5345;608;132.700.014.114;3329
5404;624;109.730.000.496;27776
5385;629;204.570.000.172;50217
5765;641;0.836000204086;2117
5271;652;191.480.000.019;45545
4337;670;974.400.000.572;201768
5337;674;135.770.001.411;34336
5018;682;461.100.006.104;11267
5668;698;0.914000034332;2456
5770;698;261.040.000.916;66487
5296;721;205.700.016.022;5293
5223;726;0.901000022888;2173
5553;727;732.999.992.371;18861
5685;740;23.881.000.042;59131
5304;751;149.199.986.458;3790
4676;772;41.179.997.921;10153
5460;768;123.199.987.411;3213
5222;783;851.600.003.242;21651
