16.7439771845,1869,6606
27.752979258,1806,7112
8.36071012558,1847,5446
0,1808,5870
0,1808,6164
7.59335243597,1852,5790
9.89474112698,1838,5149
13.5846032209,1928,6085
29.5291836474,1820,6064
1.97496429814,1881,4820
2.07396986412,1884,5081
5.36202773772,1858,5392
20.8545560421,1825,5879
11.0541544032,2049,3879
0,1905,5004
0,1779,6388
10.7669952765,1959,5388
7.84125477624,1842,5741
18.3614117685,1877,5449
0,1792,6941
4.12140498836,1916,5372
11.2866722435,1845,5650
7.99381743553,1823,6771
8.42570522995,1932,4059
0,1903,3998
8.31030074842,1872,5858
0,1967,4317
6.29267067731,1818,5862
3.87930533043,1820,6603
0.835093816885,1842,5304
4.30156063326,1959,5259
6.05712112461,1902,5188
0,1721,6951
39.0614140395,1933,6618
0,1828,7595
5.32940717803,1793,7655
0,1791,6969
4.01130628484,1808,6686
8.12120201626,1898,7470
0,1814,7193
16.5446651748,1882,5691
33.3489648354,1888,4725
28.2907834184,1907,4905
11.2444097449,1855,4952
20.4078780851,1800,6072
35.9447955703,1757,7605
0,1848,6457
13.5257990892,1864,6717
16.1084374347,1812,6268
0,1751,7454
0,1834,6002
15.1589367713,1841,5397
9.04336990871,1762,7418
10.8296137248,1867,6655
8.23246452528,1892,5161
15.4645551848,1738,9543
0,1807,6878
6.7195718639,1848,5606
12.2815475578,1977,3793
3.30811031082,1806,5196
0,1801,7150
16.7104751028,1800,6795
0,1821,5689
4.04902252598,1812,6240
24.2279432575,1888,4752
15.0565063889,1787,6814
17.7378997616,1902,4670
8.66501165477,1853,4818
10.1123051154,1904,5297
32.0158991436,1962,6048
0.110162495611,1919,4724
6.23730898158,1866,6914
8.79885087336,1852,7540
3.60344152258,1840,6059
13.4283108079,1924,5052
9.86519369678,1799,7279
0.0181026664083,1755,5355
0,1876,6088
0,1880,6549
15.8984185459,1835,5845
3.70075065416,1968,4073
18.2073469005,1856,4668
26.9001774026,1878,5086
0,1871,4673
18.0065101303,1774,7746
3.01845145873,1961,4998
0.0874504915651,1897,4840
1.79283426826,1850,6011
22.0950714358,2063,3405
23.4494829333,1972,5913
3.4000455888,1722,7617
25.8259242298,1834,5600
0,1856,5546
0,1934,5689
5.17654498528,1847,5590
0,1778,6654
8.22967111714,1874,6637
12.9979092552,1941,3874
4.9587217348,1818,7760
0,1872,5778
